text,label,id
твиттер невероятный потому что вы меня невероятно уже заебали,negative,1265983524194181120
"@AlaQueenofmemes Пиздец
Просто пиздец
Как у филолога, у меня кровь из глаз",negative,1266012372617121793
Поиск по фамилии https://t.co/Vo54LFT9UV,neutral,1330886087825387525
Небушко рисую https://t.co/9T70aspYh4,neutral,1246463208208154628
это буквально я каждый раз когда читаю твиты наполненные любви моих мьюч их биасам https://t.co/p9T6ZhC048,neutral,1268538203453239299
"Раньше было больше друзей
Сейчас я стал одинок, совсем одинок",negative,1331296550786650114
"сидел со своими проблемами с башкой и создавал вокруг себя иллюзию прекрасного мира
зачем и нахуя не понятно",negative,1301269528446406656
почти час ходим ясно чонгука съел божм,negative,1230558617146773506
"Почему ,когда я созрела и готова смотреть сериал ""Чики"" то я не могу найти сайт где могу нормально посмотреть
За чтоооо",negative,1305128967641407493
Всегда рядом в любой ситуации! ❤️ #МедвежонокВинни #disneybaby #disneybabyrussia https://t.co/Y5cX3HoYWe,positive,1242117045254262792
вообще как можно выбирать между монстой и нст блять А,neutral,1246095044798537729
"@lovely_seoul_ васаби... я подумала о реперше квин васаби сначала....,,,,.",neutral,1293558246045880320
@MixGrisha Просто погуглила и выбрала🤷🏼‍♀️,neutral,1262036084340506629
"@jiminshi_ksu О даа, у нее просто божественный голос 😍",positive,1223717954816282625
@wvKaterinawv Напишу в ЛС 👉👈,neutral,1296017412601655296
вот вы просыпалась когда надо было уже выходить я бляьб да и я опаздываю пиздец,negative,1315869841979576327
"блять нас закрыли до 21 или 1 мая)))))))) 
И хорошо и плохо",skip,1241236652443480064
@clique_TOP1 удоли,neutral,1237392149202661378
"таэко: в прогнозе погоды написано, что в японии солнце встаёт в 4 утра
саяка: и что?
таэко: это неправда, ты встаешь в 8",neutral,1328695314748989442
@mapofthekoo спасибо 🥺✌️,speech,1250012965111304193
"@datdoraa Да я чекал
Неиронично поглядываю на чф и юнити но чет хз",neutral,1316270150543433729
@WVlllV Боже какая нежная😳,positive,1309082669570031618
14.50 А МЫ УЖЕ СЛУШАЕМ ЛЕНИНГРАД БЛЯ,positive,1259073345456390145
"@meduzaproject Ой ой ой ой, ещё пусть путятишна ручку на столе покрутит))",negative,1282963719350300672
"Мы с мамой смиренно пытались заснуть 40 минут
А потом всё равно взяли телефоны",neutral,1311047147337527296
"""сижу как большой"" (с)

уже кто-то делал тред ""Ярослав Баярунас как Дэвид Теннант, не умеющий сидеть на стульях""?",negative,1343877973842259968
@i_am_romochka @SkiperKakao В сеть утёк сюжет нового фильма https://t.co/TFbiXt1ipk,neutral,1314149653047390209
какой нахуй шуно? https://t.co/2x7YGw7hKl,negative,1238750956910673921
"Наадмаар бөхийн бэлтгэл базаасныг хардаг шиг харлаж өрсөлдөөд б.аамуу хаашаа юм.
Нарны тос түрхчихэж чдхгүй малнуудыг л дугуйлав.",skip,1274145866257821697
"итак время софтить тэхена
 https://t.co/H8wwf6IcEV",positive,1262119542597332993
@MARlNERO @SeregaP91 @the_ins_ru А франция то причем тут? Убийства там оправдывают насилие здесь?,negative,1339853534926413826
"пришлоо, хотяб по пару страниц в день🙆🏻‍♂️ https://t.co/iveYwQS7Id",neutral,1332599372945698816
@regulflop спасибо что уделила время 🎡🥺,speech,1340990833047326722
"@eb_mphyj Увы, грозу все обещают, но ждем до сих пор)",negative,1260822823188168704
"Я, кстати, открыл игру, которую Феликс рекнул, и умер через полсекунды от начала✌️",negative,1336547722925666305
@bayanaa009 Бас нээрээ тэгдэг байх даа тээ,skip,1250773660891099136
@yugbambreakfast Я ТЕБЯ ПОНИМАЮ https://t.co/xjHLuVdbIC,neutral,1314560938088038402
@ARMY_foreverRus Хочу сдохнуть;),negative,1271092060637016065
"когда я говорю, что тхт самые настоящие малыши, я имею ввиду это😍🤧✨
#TOMORROW_X_TOGETHER 
https://t.co/ZKb6chftXW",positive,1293719131137744902
ариночка пожалуйста притормози не рушь свою жизнь,negative,1251184828504047616
Завтрак )) https://t.co/o9ruBnZ1us,neutral,1343087003567591424
@taekookersha НЕ ОТРИЦАЮ ВРАЧ ДЖИН СЭКС,neutral,1295388606765424643
Люцифер кстати не оч. Я ничего не поняла из линии Хлои. Типа.... что?,negative,1297284125955686406
Только что опубликовано фото https://t.co/uPG8cDIkCD,neutral,1311495547820310528
@smdsbjk БЛЯ БРО ЕБААА ПРЕДСТАВИЛА ХВАСУ В КЛИПЕ  ХОВЗНВЗНВЩНВ ШАС ЕБНУСЬ НАХУЙ БЛЯТЬ,skip,1306147889908002816
31 марта пройдет бесплатный вебинар «SEO в условиях кризиса» https://t.co/mfLFYhlyeD,neutral,1244580443866968064
@_vaskerr Я нэжно,positive,1298658616174575618
"21. Сакура. порой она слишком сентиментальна, но это не страшно, ведь Ино всегда подставит своё женское плечо",neutral,1219910013302575106
@lavenderr_raff Хм.... тебя бесит при них заниматься? Чувствуешь себя неуютно?,neutral,1296497995941281793
"@krupenkov Где-то за городом в посадке потихому , шоб никто не видел 😆",neutral,1294630972818849793
вспомнила как мы с сис делали маме сюрприз на др https://t.co/ob6gR8TPMX,positive,1220494267275259905
@coericc ну ты пипец конечно 🙂✌️,negative,1244895410914803712
@tothemoonandfuk Спасибо ❤️ Люблю тебя🌠,speech,1310655118325538817
"@novosyolov Парацетамол токсичен, в лошадиных дозах. Копыта отбрасываются резко и внезапно.",negative,1272434162432172032
БЛЯТЬ КТО О ЧЕМ А Я НОЧЬЮ О ЕДЕ,neutral,1343274728069410816
@ax_voronenok Поэтому я и готова стать кактусом,neutral,1284986904807702529
@AnnaOmegova Ахаххах,positive,1306851215934881793
Джастина лучшая девочка этой книги мой кумир,positive,1272238443603668993
такой чудесный день я не могу меня распирает 🤧,positive,1312822982113361920
"всо ребята, новая парная оформа с котиками сараватайнами с котиком @MinMind52 🥺💜",positive,1258095246346420224
@tetya__masha Ахахах https://t.co/Hbwp1gaVZT,skip,1324027217987383297
"@GoldenReferee Стесняюсь спросить, что ты собираешься там делать 👀👀👀",skip,1329520401479856128
@Olgushenciya а у тебя лично?,neutral,1344006273407315968
@yorokobi00 Хха дөхххх,skip,1303251274180116482
@_Schnei_ Ошейник👀,neutral,1277983675418730502
@varenik_jpg Не каркай,negative,1249365758842474496
@Lovesnipersoul Скитник ❤️,neutral,1271200210778312704
У меня походу температура 👌,negative,1221343924205367296
"Интересно, а как будет называться фандом этих парней? 
#DebutWithBTS #NoMoreDreamsIsComing @BTS_twt",neutral,1245119160289579012
@cloudshwalix я после первого движения хочу уже уйти из кд,neutral,1325449141565206528
"@Alcualonde авав, пасибо♥",speech,1297188005124472833
@main_kitty_ тогда держись там 😳,neutral,1277915949979631616
@kugisakisgf ты киннишь _____кого,neutral,1336804766668759042
@mariljn НЕПОН,skip,1259947912357908483
@leevaen прям как ты🤲🏻,skip,1337398646556463109
@Paperhermit Ты не поверишь...,neutral,1261207499593723904
"@Olenka1108 @vertihvostka1 @chesovago Не думаю, что это так работает",neutral,1282677915277287424
"@meduzaproject Господи, и здесь сплошное вранье и мошенничество!",negative,1216321710720536576
где ты?,neutral,1322228583004360704
@Firebir68278755 АХАХХА ЖИЗА,positive,1294320556578410497
"@Dobby_Go Даа, так і було",skip,1263924737476091904
@shininwithyou8 вау😮,positive,1251607656286093319
так а бате как сказать,neutral,1301546415429124096
@nesanechka Привет с востока России,speech,1220648303102251008
@Varvara812 предлагаю создать клуб метеозависимых,neutral,1305519088240939010
"@funnybird18 я буквально написала ""В СВОБОДНОЕ ВРЕМЯ"" втф",neutral,1231127679367307264
@_your_unnie_ пищу😭😭😭,negative,1311406142032142342
@Li60120523 Хах)💓,positive,1213483894999330816
@psevdokis дети быстро растут(((,negative,1217119001777704960
"«катя, куратор просит тебя чтоб ты зно сдала»
блять пошла нахуй",negative,1235187983722176520
"Если ей и вправду отказали, то очень жалко, она очень красивая https://t.co/YozB4g3tcT",negative,1313758035068813312
"""об"" 
Так вообще можно писать",neutral,1314638310426451975
"эм 👉🏻👈🏻 это мой первый твит 👉🏻👈🏻 так что первым делом я бы хотела сказать кое-что 👉🏻👈🏻 очень важное 👉🏻👈🏻 

чон джехен го встречаться",neutral,1296751185114914816
"@nuledinits Ето флешмоб, надо заполнить шкалы, только про себя, и прикрепить картинки, которые тоже про тебя (если я правильно поняла)",neutral,1255194809607901184
@binghelox зай все твои ау прекрасны 😔❤️,positive,1248721161434914817
Трамп запретил въезд из Европы в США https://t.co/BHECDwkaec,neutral,1237973219673616384
"Интересно как я буду спать с обгоревшими щеками и ухом
УХОМ БЛЯТЬ
У КОГО ТО ВООБЩЕ ОБГОРАЛИ УШИ?",negative,1266166924351803393
@esperarina да,skip,1301530850379665414
@Sergey_2908 Всегда готовы! ),neutral,1278061882411278336
"Ни дня без #няши.1438

https://t.co/Mb6gO2HU0L

#FateGO #FateGrandOrder #Penguins https://t.co/5KVTu9Uedq",positive,1265473316481105921
@iamhemws мгм,skip,1315064560756371458
@planetEXO_EXOL канпимук бхувакуль,skip,1245856044976242688
падаю в какую-то бездну,negative,1239850221074624512
"@_oiseaufou_ Ааааа, нихуёво, ну что могу сказать, терпи(((😔",negative,1286064996095422464
"@_sovestinet_ @MartKoshka0603 Тока сегодня увидел,и то не у тебя,а у какого-то технического директора",neutral,1343108147062468608
Как вы со мной блять общаетесь?,negative,1240388534818811905
Я просто в любви этих мальчиков 🤧🤍 https://t.co/wZ5qL1Y1sB,positive,1329009090643828737
Это @marydurer после последних синглов БХ https://t.co/VPGLG4O1wl,neutral,1264198394840580096
@appleorchardd @KRE1DMYBF ВЫ ДВЕ,skip,1338217320158797829
@Geee0rge Какой кошмар как так.,negative,1319001682647408641
@J1SUNGEMOB0Y лиза ты самая лучшая помнишь да,positive,1344005216413372417
@_prettily_ ПЕРСИКОВЫЙ.,neutral,1215341334111969295
бля аня тейлор джой такая прекрасная,positive,1342137270569218049
"@annemonerr @TvoySugarDaddy джека жалко, думала он вместе с ним будет рoсти(((",negative,1306620059465515008
"Уход Дюкова напрашивался давно, я ожидал летом, но сейчас лучшее время. Думаю, главным сделаю Мовсесьяна",negative,1237415909918195712
"@path3t1cromanc3 Хз, не слушала, но верю тебе)",positive,1336298363181027331
Посмотрите это фото пользователя @royalfamilystudio_ в Instagram https://t.co/T10EziFDJh,neutral,1234950430947512320
Женя Отрадная ТЕМНАЯ НОЧЬ. Аккордеон Анна Каркач. Гитара Артем Каркач. https://t.co/BOQXz6Qh5P с помощью @YouTube,neutral,1258997868939051008
@viktoshamurrr7 Ответ в рифму(((,neutral,1316789891905343490
"@YYanchukovich @hohotushka18 Приезжай, тут как в Красноярске вххахахахаах",neutral,1331220407425396737
"@bazabazon Пожарные приехали и стали голосовать за то, чтобы крыша погасла. Несколько пожарных кричало ""позор"" и ""мы здесь власть""",skip,1305047849776881670
Лукашенко поздравил Великого герцога Люксембургского с национальным праздником https://t.co/lN1Bm7yArX,neutral,1275287736195387392
@ave2me я несколько месяцев назад погуглила квартиры теперь везде реклама новостроек (особенно в тиктоке и в метро),neutral,1322268361787625473
"Купить ирландского терьера - Подрощенные щенки (суки) пшеничного терьера, РКФ, цена ₽35000 https://t.co/ImVXq6jp10 https://t.co/I36a2WySD2",neutral,1277329179411976195
один геншин меня любит,positive,1341016762238836736
@stalker_taekook я угадала. МНЕ ВОТ ПРЯМ НРАВИТСЯ,positive,1263568137762439169
@yourdeadpoet Спасибо,speech,1236299528824905728
"@cosmototaren @Obliter Дело не в том, что видео пиздец. Дело в том, что ситуация с пытками пиздец.",negative,1309569611491352576
@hahahakillmehah бедная 😭,negative,1300470928804118541
"@fairygozz Я Егоркой тоже думала назвать, если пацан :)",neutral,1215160551241932800
@Polina82425760 Оооооооооо...... Ты мое спасение пхаххпхп,positive,1262011694466949120
"Я в 2019: Себ ухади дед
Я в 2020: Себ не ухаааааади 😭😭😭😭😭 не бросай глупого хаотик хлебушка 😭😭😭😭😭😭😭",skip,1338198223513640960
@maru_spn Это был бы мега-странный пейринг 😅,neutral,1266451751135318017
@Stray_Kids МИНХО КЬКЩУОКЛАЖК,skip,1307597399410573312
Мальчик из Питера только жди меня.. Жди меня :&gt;,positive,1289600144275431424
@MarkUrbanist @xyendelson Гад..😞,negative,1323684061026623488
персонажи #jjba как кроксы тред:,neutral,1256357500040949773
"@_ishete Моя мамзель уже смирилась с тем, что я в мужской одежде хожу, ахах.",positive,1294298179983364098
"Это Вам не в ""танчики"" за компом круглые сутки шпилить! https://t.co/JrtdEcN4Rz",neutral,1275154139211796480
"Откопал случайно купленные бабушкой пластыри с Холодным сердцем
Теперь каждый день выбираю: я сегодня Анна, Эльза или Олаф?",positive,1326090777798250497
@planetEXO_EXOL Чонин,neutral,1214945458927407112
"9:12
Захуя я проснулась?",negative,1344164520294547457
"Итоги недели 24/01

  https://t.co/TWugGJIssC",neutral,1220863445710655488
Мне теперь плохо,negative,1323357907736498179
@raduga02963571 ЖЕНИТЬСЯ,neutral,1292459896227729409
"Друг выдал: пластмассовые кегли - это аццкие игрушки; в детстве они у всех были, и никто не знал, что с ними делать",neutral,1288457162860224512
"@52094_f котик и выдрочка 
такие милахи, я не могу
мне кажется, у меня лицо треснет сейчас из-за улыбки🥰",positive,1334500168574627840
@irkakozlova @ilya_boo мог бы и постыдиться,negative,1261577101653704704
"В полях под Волгоградом обнаружена толпа нелегальных мигрантов
https://t.co/zcvx5RGVc5",neutral,1284128225921323008
@Anakoyher и что бы от этой болезни излечить надо голову от туловища отделить,negative,1238293635147485185
"@wtfisgoingonE В том то и дело, что продолбала деньги, но не поехала",negative,1212696754153566211
"Кто знает, как там курс в Эмиратах и вообще?",neutral,1254956573136490502
"Если на новый год подарить мужику пс5, то потом можно не париться с подарками на остальные праздники - просто даришь очередную игру",positive,1330020245055139840
Стартовал прием заявок на #конкурс «В гармонии с природой» https://t.co/8BRdybos2O &amp; #Волгоград #природаиэкология,neutral,1294160606824718336
Юрист Соловьев оценил возможность выделения семьям новых выплат на детей https://t.co/k2Q7wAkVNV,neutral,1300005348456235009
СМИ сообщили о падении ракеты у авиабазы в районе Багдада https://t.co/FUSxyfLIqf,negative,1215358723725709313
"@nimue_mor Все мы знаем, что если ваш научрук ГЕ - это может плохо кончится",negative,1291314071103578112
"Нахуй мне иногда бывшая звонит я вообще с просонья два дня назад думал это сон, а она думала я обкуренный валяюсь, я говорил ""я работаю""",negative,1315316407731728384
@yannichio да :3 я это отвечаю сделаю,neutral,1277333893834780674
@masinto Што,neutral,1302273170876043267
Я сейчас только вернулась с работы (сейчас 12) и все равно чувствую что я недостаточно тружусь... Я должна делать больше,neutral,1317218394597429254
@Krimoza_k @ATEEZofficial И целых два сразу🤭💖💖💖,positive,1344222699472769024
Шалом https://t.co/Ze1J65p0R4,speech,1282367184459698181
"Да я даже занимать не могу ни у кого не могу, я не люблю такое",negative,1319280649975414785
"Как сказала мама ""ну хоть кому-то пригодилась"" https://t.co/FoonyAhz8i",neutral,1307701866940239872
"вся питерская тусовка: снимает дохуячасовой реакт про один и тот же ролик
я: 😐 я посмотрю все https://t.co/qdytZFDeEX",negative,1314940321285976065
"Он реально как бумер разговаривает...
Обито тебе нормально? https://t.co/xySlq9ckTA",neutral,1297964005877841920
"@RomanQuney @Valera_Sever @antonio_mag49 У власти вруны никчемные, безответственные случайные люди. Это страшно.",negative,1252928950126379008
понятно меня ненавидят,negative,1263563704395759619
"Онлайн - конкурс ""Путь к Победе""
Подведены итоги вопроса №5. https://t.co/jvEB5K5yT6",neutral,1251048555571183616
"Сегодня снова социализировался.

Да я просто машина, господи!!1

Кто-нибудь, остановите меня (нет)!",skip,1276942036789268480
Я СОГЛАСНА Я УЗНАЛА,neutral,1212303148074881024
@hallo_legushko Я отправила в группу для ау ТИПО СМОТРИТЕ У МЕНЯ ЕСТЬ МАЛЕНЬКИЕ ВИХОУПЫ ДАВАЙТЕ ЛУЧШЕ ИХ,neutral,1263679794325213185
"@dari_4jk Биология 💚
1тема: как устроено сердце и как там поселиться 💘",positive,1317355506403598336
"@alisamail7 😊 
Можно на «ты»? Мне от «вы» немного неуютно.",positive,1330856127903518723
Самая глупая ошибка - это не поставить стакан холдной воды на утро,negative,1344786409752846336
@wackeldackel_ пасиба 🥺🥺🥺🥺🤧🤧🤧,speech,1297101766010470406
"@MaryKirilchik Видишь, скрыть ответ https://t.co/2Zft4GR1S2",neutral,1262504172861239303
"@dobryydobryak Гуета
В такие моменты думаю почему я не Хусъ",negative,1295712599946993667
"Монитор домашнего компа кажется огромным, какой кайф, а какое быстродействие!",positive,1312363240249327617
охуенно всех досрочников перенесли на основной период егэ СПАСИБО КОРОНА ИДИ НАХУЙ ГОВНО ТУПОЕ,negative,1239925156488806402
КАК СНИМАЛИ - RASA Пчеловод (Пародия - MINECRAFT #1) FURKA // БЭКСТЕЙДЖ ... https://t.co/inY2MseXYr через @YouTube,neutral,1262298211563208705
Только заболеть не хватало блять,negative,1293480299096158208
Срочный Приказ Минобороны РФ: Усилить Систему Слежения в Черном Море https://t.co/ExZToMd6Xy через @YouTube,neutral,1339921348458635266
"Она мне случайно в Пинтересте попалась(TT)
Теперь хочу также... https://t.co/tHDVaDY4Q7",neutral,1249673209710096387
"@m_rrrgan нет)
оно само получилось",neutral,1286365366994767873
В моей смерти прошу винить Российскую Федерацию.,negative,1312212115260751873
Смышлёные чудо-глаза (Матюшко Юрий Михайлович) / Стихи.ру https://t.co/nqZe4fqpA4,neutral,1226622522923286529
@upgrade16121 @93_ksenia4_4_ @RubinjPaseka @pol777yak дерьмолис,skip,1237031233554714624
@ex0rcizamus_te умер от смеха🐤,positive,1293964086871547904
@ATEEZofficial @DashaTomeraas твой мальчик,neutral,1299296158746062849
"Из ОП подъехал новый сборник сказок за авторством Алексея Арестовича 
 - https://t.co/3wjj4QUsIv",neutral,1334422150330126336
@willberne а моногамия — миф,neutral,1217188346239377414
"@yoonyoonyi кек, при том что я выше большинства знакомых. но рядом с МХ была бы самой миниатюрной",neutral,1221774045903052801
@conscienceyours Так мне аватарка твоя нравится,positive,1223557577180635142
"@Kira_san1707 @Rob_Teh_Great Так по смыслу там много грустных песен, тот же Last Stand например",neutral,1287860510524944384
@nihilist_dream Заставляешь меня обновить тви да🗿,neutral,1287806311766401026
@fuckyeahmaps ХхахвХВХАХАХА ЧИТАЮ ЭТО ГОЛОСОМ НАШЕЙ РУСИЧКИ,positive,1284918227265638402
Вы вместе просто идеальны!,positive,1320281402529677312
"Диетологи призывают москвичей выходить из поста поэтапно
https://t.co/mSpHxnpdTp https://t.co/I8MjItWG6H",neutral,1251082109986496512
@moreelovesyou все хотела спросить конкретно что за вид,neutral,1243463647525056524
@xyxmay жаль в майнкрафте нельзя держаться за ручки https://t.co/IPWHdBPEDu,neutral,1296528467585044480
@sun_in_a_fox Не вздумай уходить! 😑,neutral,1287057343289733121
Петр Ян о тренировках с Алдо: С того времени я стал лучшим бойцом https://t.co/iptMOiCfHg,neutral,1281339479316238337
@Murka50449551 *тверке,skip,1303731945621393408
саманта и диана снова притворяются агентками фбр чтобы расследовать новое дело https://t.co/o5SsKosSO0,neutral,1265950590540091394
"Собянин не исключил повторного ужеточения ограничений из-за COVID

  https://t.co/Gfo6M4FSVX",neutral,1283651031545651200
"@Nori_Mineyl ...гостиницы всё равно стоят без дела, чего бы и не пиарнуться.🙂",positive,1239419868706938887
"- Локи?
- Что?
- Я тебя тоже люблю. - сказал Тор и поцеловал Локи.",positive,1343449806690250753
Я считаю что Овсянкин недооценен,neutral,1222944520968581120
Вот на чём @MazurikDm ездит https://t.co/0eI3oVKw8J,neutral,1293954842625560577
@kiiapetri Груз 200?,negative,1276095718495858689
@Pardon_mua Лично я всегда ем кашу из тарелки,neutral,1295357069785288706
@ariukhishig Бо аниа чинь нөхөртэймүү?🤔,skip,1227222459377573891
@likeyknownyah Видела его без рубашки но не видела спину... может и ничего? Не успел там,neutral,1277511212226482181
"Провели с девочками пару перевода по скайпу. Возвращаем навык💪🏽Но надеемся, что госы могут отменить🌚",neutral,1259482361386991616
"Нет, ну я один ахерел и проорал с тупости того, кто это выдал? Вы вообще видели эту ересь?",negative,1234912166312075264
@__ojousama__ Ужасно,negative,1236293832964104194
весь апрель 2018 года после 13 числа я была действительно беззаботной и счастливой,positive,1303363316648157184
Есть*😤,skip,1245996017268514816
@NaOladushek НУ СКАЗАЛ И СКАЗАЛ,neutral,1326606379415691271
@qurjin АХХА,skip,1300777410762342402
Азербайджанские медиапомойки “напали” на российского журналиста https://t.co/3qH51Sha3r,negative,1243519654049374214
@mint___ttt второй слева,neutral,1303751579162611719
2 или 4?,neutral,1336279027431182337
"у меня крыша едет, а ты просто добиваешь меня ещё",negative,1341955590071988225
@mariverrrrrrr ты с питера что ли,neutral,1342913443268071425
хочу собаку,neutral,1322046046864842753
@YahooolsMariya Графика зачёт! 👍🏻 Можно еще через https://t.co/Ih80eJh6Sy,positive,1221577312073850881
@_your_unnie_ вот тебе смешной котик чтобы ты никогда не думала про себя так 💝 https://t.co/MI3B40Vsof,positive,1281372341671546880
@clownalcoholic Честно. Из-за Маликова @DmitryMalikov 😌,neutral,1304026469652455428
@radiorelax6 Выздоровления ему!,speech,1310617466054246402
смотрю на штуку которую я делаю https://t.co/oEzHdFaU81,neutral,1284548570675392513
"@tete_chip такой милый смущающийся котенок, боже люблю его 😭",skip,1324037670197219328
